Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5,Range_of_purchases,Categories,Age_Range
45,18,3210,3559,1134,18626,6504,15000-20000,Fornitures,43-52
40,14,4287,6421,514,5677,1037,10000-15000,Electrical Products,34-43
46,8,3081,3638,575,23034,10129,15000-20000,Fornitures,43-52
44,1,3867,633,71,4243,9417,15000-20000,Fornitures,43-52
59,14,1217,7162,1266,11925,2834,20000-25000,Travels,52-61
49,12,3955,9533,420,4,6922,15000-20000,Fornitures,43-52
43,19,4532,93,444,8351,4684,10000-15000,Electrical Products,43-52
42,9,1259,1016,2468,3025,1748,10000-15000,Electrical Products,34-43
46,9,1216,3780,2022,10071,5311,15000-20000,Fornitures,43-52
32,10,338,803,141,16632,4923,2500-10000,Food,25-16
58,3,2658,7020,2229,24933,4429,20000-25000,Travels,52-61
34,8,3584,6421,2265,9819,8704,2500-10000,Food,34-43
46,13,3144,9957,1872,22867,3177,15000-20000,Fornitures,43-52
31,3,249,8623,1184,24115,2727,2500-10000,Food,25-16
38,16,1609,1701,2408,11559,11555,10000-15000,Electrical Products,34-43
42,19,2352,6558,338,7029,2689,10000-15000,Electrical Products,34-43
30,11,2190,4118,1686,3146,4251,2500-10000,Food,25-16
39,9,2942,5943,1707,15707,7014,10000-15000,Electrical Products,34-43
62,19,1503,1889,1137,2828,4672,0-10000,Home Prodcts,61-70
44,18,1876,4902,1772,4464,11786,15000-20000,Fornitures,43-52
44,17,2417,2143,2421,14940,4871,15000-20000,Fornitures,43-52
45,1,3510,5292,1539,23465,2948,15000-20000,Fornitures,43-52
65,5,4461,702,2418,23648,14515,0-10000,Home Prodcts,61-70
37,4,2167,1542,811,9485,13422,10000-15000,Electrical Products,34-43
41,7,1238,5368,2470,5570,11713,10000-15000,Electrical Products,34-43
56,11,2370,1196,2441,19850,14814,20000-25000,Travels,52-61
47,7,1422,2937,776,19338,8931,15000-20000,Fornitures,43-52
45,5,51,4540,1301,918,12747,15000-20000,Fornitures,43-52
40,20,2198,2190,1811,19794,4550,10000-15000,Electrical Products,34-43
35,5,1989,8018,2196,19797,13056,10000-15000,Electrical Products,34-43
39,20,2322,7379,872,1721,9102,10000-15000,Electrical Products,34-43
42,20,1629,5466,1580,1519,12634,10000-15000,Electrical Products,34-43
31,10,3997,9183,1186,16924,5069,2500-10000,Food,25-16
46,20,1097,2137,2264,19825,9655,15000-20000,Fornitures,43-52
38,3,1903,4649,420,19780,6771,10000-15000,Electrical Products,34-43
43,1,4322,4649,97,18094,14648,10000-15000,Electrical Products,43-52
60,4,4671,5360,464,14268,9668,20000-25000,Travels,52-61
42,9,2126,8990,1504,22882,12693,10000-15000,Electrical Products,34-43
30,12,1817,2244,1038,21942,12492,2500-10000,Food,25-16
67,6,2572,6752,2035,16819,2980,0-10000,Home Prodcts,61-70
39,5,4568,5570,2005,24064,6818,10000-15000,Electrical Products,34-43
59,9,2526,6869,1019,24566,8511,20000-25000,Travels,52-61
46,2,4668,4555,835,1261,257,15000-20000,Fornitures,43-52
51,10,22,1384,2468,18195,9309,15000-20000,Fornitures,43-52
52,12,856,4308,1220,5055,4121,15000-20000,Fornitures,52-61
44,11,867,5661,1531,16836,2523,15000-20000,Fornitures,43-52
58,14,674,4438,100,13399,3196,20000-25000,Travels,52-61
33,5,444,2012,303,11902,8707,2500-10000,Food,25-16
36,11,4497,2048,426,20764,11275,10000-15000,Electrical Products,34-43
57,7,3743,1065,3,8795,2536,20000-25000,Travels,52-61
56,15,3454,5869,1087,23563,7049,20000-25000,Travels,52-61
44,13,3797,7654,121,13464,12335,15000-20000,Fornitures,43-52
47,13,3155,9403,2239,23944,12871,15000-20000,Fornitures,43-52
51,13,4865,7167,528,21420,1282,15000-20000,Fornitures,43-52
50,13,100,493,152,8508,9698,15000-20000,Fornitures,43-52
36,5,1151,6706,11,1880,14637,10000-15000,Electrical Products,34-43
39,14,1721,8904,2302,5555,8962,10000-15000,Electrical Products,34-43
39,6,4690,1554,2113,2015,6144,10000-15000,Electrical Products,34-43
34,4,272,900,1557,20328,4838,2500-10000,Food,34-43
41,7,1284,1476,2442,12517,9395,10000-15000,Electrical Products,34-43
52,10,1911,3689,1760,19124,10165,15000-20000,Fornitures,52-61
49,18,4157,7943,1814,12690,267,15000-20000,Fornitures,43-52
40,10,2565,4221,1261,11930,11729,10000-15000,Electrical Products,34-43
45,2,3063,9896,89,19661,6160,15000-20000,Fornitures,43-52
58,8,2534,2624,1938,15643,2449,20000-25000,Travels,52-61
50,19,1437,5099,1161,24417,1779,15000-20000,Fornitures,43-52
51,14,148,6866,893,1922,12641,15000-20000,Fornitures,43-52
51,1,4447,6169,678,20619,6964,15000-20000,Fornitures,43-52
37,19,4152,3908,640,8755,7855,10000-15000,Electrical Products,34-43
58,14,1693,3354,60,22210,2743,20000-25000,Travels,52-61
58,10,4044,3132,999,7892,6613,20000-25000,Travels,52-61
32,2,153,6045,101,1003,5786,2500-10000,Food,25-16
46,3,638,3350,841,15494,6489,15000-20000,Fornitures,43-52
45,4,4676,2093,822,24305,3195,15000-20000,Fornitures,43-52
40,12,2571,4025,1038,5367,6125,10000-15000,Electrical Products,34-43
46,13,681,8509,265,2522,9309,15000-20000,Fornitures,43-52
42,7,1785,9077,1510,10020,1647,10000-15000,Electrical Products,34-43
51,6,4710,5023,1598,8741,10920,15000-20000,Fornitures,43-52
42,17,976,4636,717,1581,284,10000-15000,Electrical Products,34-43
48,3,4526,9697,153,6356,8471,15000-20000,Fornitures,43-52
20,15,1799,8466,1648,2541,7087,0-2500,Games,16-25
26,16,430,2740,1605,22405,1092,2500-10000,Food,25-16
22,10,3279,9463,274,16197,10143,0-2500,Games,16-25
42,19,3435,4720,1562,9396,12192,10000-15000,Electrical Products,34-43
50,9,531,7024,300,22634,7197,15000-20000,Fornitures,43-52
38,2,1300,4870,2357,5483,13199,10000-15000,Electrical Products,34-43
35,11,3324,9525,1878,21352,5287,10000-15000,Electrical Products,34-43
41,20,1052,8889,949,14376,3756,10000-15000,Electrical Products,34-43
59,4,2906,5831,994,8613,97,20000-25000,Travels,52-61
48,20,4059,7005,904,1040,2530,15000-20000,Fornitures,43-52
41,6,3935,1563,1161,11438,8192,10000-15000,Electrical Products,34-43
45,5,2834,4694,981,21476,9278,15000-20000,Fornitures,43-52
36,8,2123,4897,2402,20157,1167,10000-15000,Electrical Products,34-43
48,11,3736,868,1815,7267,12189,15000-20000,Fornitures,43-52
48,2,3810,8295,328,2065,4137,15000-20000,Fornitures,43-52
58,20,3787,6236,891,595,4330,20000-25000,Travels,52-61
54,20,1793,5106,2392,1107,7507,20000-25000,Travels,52-61
29,19,1226,3483,1149,23919,9155,2500-10000,Food,25-16
43,13,2356,7188,536,15510,2860,10000-15000,Electrical Products,43-52
31,16,2811,8768,791,21641,10543,2500-10000,Food,25-16
49,10,4061,7514,622,18864,5673,15000-20000,Fornitures,43-52
39,2,883,6874,1580,22079,136,10000-15000,Electrical Products,34-43
44,20,1764,6733,2420,18613,7752,15000-20000,Fornitures,43-52
48,15,2846,3626,659,23288,11685,15000-20000,Fornitures,43-52
58,3,2904,5823,1286,4778,3551,20000-25000,Travels,52-61
34,5,1547,2320,2358,14298,11358,2500-10000,Food,34-43
51,2,252,6152,1066,10509,9392,15000-20000,Fornitures,43-52
29,6,1436,9879,2197,15136,5602,2500-10000,Food,25-16
47,12,1832,1112,1256,13402,10416,15000-20000,Fornitures,43-52
54,15,44,9277,1405,21682,1649,20000-25000,Travels,52-61
37,14,3153,2972,2012,12151,5896,10000-15000,Electrical Products,34-43
39,3,3825,3229,2233,7490,1202,10000-15000,Electrical Products,34-43
50,12,171,3430,349,7330,2154,15000-20000,Fornitures,43-52
55,5,4164,5438,1582,4901,6764,20000-25000,Travels,52-61
34,18,4398,4753,1270,15799,1371,2500-10000,Food,34-43
35,14,387,4385,1608,13667,12034,10000-15000,Electrical Products,34-43
32,1,2564,246,134,17700,10924,2500-10000,Food,25-16
31,10,887,2090,1091,269,4731,2500-10000,Food,25-16
45,5,3921,9425,2447,21051,9052,15000-20000,Fornitures,43-52
50,6,1587,8036,1224,23695,11547,15000-20000,Fornitures,43-52
48,13,3550,3359,218,21823,11078,15000-20000,Fornitures,43-52
44,5,1404,778,2038,4347,11938,15000-20000,Fornitures,43-52
36,20,4850,9337,1530,12182,687,10000-15000,Electrical Products,34-43
23,1,547,5716,1699,1638,11215,0-2500,Games,16-25
51,8,481,4333,2331,17478,6912,15000-20000,Fornitures,43-52
39,18,2796,3217,1010,17477,11864,10000-15000,Electrical Products,34-43
41,20,2398,8879,1033,18172,10725,10000-15000,Electrical Products,34-43
56,8,2693,3430,1762,1250,9742,20000-25000,Travels,52-61
48,18,4123,5914,1779,24494,439,15000-20000,Fornitures,43-52
44,9,1312,5611,1511,21063,3339,15000-20000,Fornitures,43-52
45,10,676,3161,246,16516,670,15000-20000,Fornitures,43-52
44,6,197,2529,913,12448,606,15000-20000,Fornitures,43-52
45,6,4441,6206,440,4454,5401,15000-20000,Fornitures,43-52
46,6,1724,3326,132,9498,2769,15000-20000,Fornitures,43-52
33,3,3435,7568,503,12641,2011,2500-10000,Food,25-16
25,4,1152,5995,665,21649,8179,0-2500,Games,25-16
52,17,3765,7854,251,5196,8020,15000-20000,Fornitures,52-61
44,6,3389,3733,285,22302,7063,15000-20000,Fornitures,43-52
48,2,3321,8924,1728,4026,407,15000-20000,Fornitures,43-52
37,17,1940,1232,1213,287,11574,10000-15000,Electrical Products,34-43
24,6,496,1680,1241,9278,4806,0-2500,Games,16-25
46,17,3018,4273,1515,17866,13513,15000-20000,Fornitures,43-52
33,19,3115,3815,343,10717,5974,2500-10000,Food,25-16
36,7,981,7365,249,10817,12776,10000-15000,Electrical Products,34-43
50,9,1274,1591,1166,15361,8621,15000-20000,Fornitures,43-52
39,8,2689,2490,963,6810,3580,10000-15000,Electrical Products,34-43
48,5,3834,534,2386,20180,14087,15000-20000,Fornitures,43-52
28,20,1908,7892,102,6500,9315,2500-10000,Food,25-16
24,16,3754,535,1821,23578,14760,0-2500,Games,16-25
53,7,1275,9891,803,1404,11788,20000-25000,Travels,52-61
37,2,1149,7125,1962,3476,289,10000-15000,Electrical Products,34-43
48,8,757,6785,1567,17712,1376,15000-20000,Fornitures,43-52
42,3,883,485,958,6434,12833,10000-15000,Electrical Products,34-43
43,14,4984,4437,1497,15944,14361,10000-15000,Electrical Products,43-52
48,19,1279,4835,1383,15077,5340,15000-20000,Fornitures,43-52
50,14,2655,9070,1417,2529,6739,15000-20000,Fornitures,43-52
62,8,4978,8554,2458,22593,5825,0-10000,Home Prodcts,61-70
53,19,3899,427,66,12197,2042,20000-25000,Travels,52-61
51,13,998,5453,2455,8830,8603,15000-20000,Fornitures,43-52
45,8,2910,8817,1452,10691,7895,15000-20000,Fornitures,43-52
42,16,1034,8705,1151,9982,8526,10000-15000,Electrical Products,34-43
49,5,1930,5967,1552,8210,2940,15000-20000,Fornitures,43-52
40,10,1171,9373,1007,274,13012,10000-15000,Electrical Products,34-43
47,1,3847,7249,353,2808,13915,15000-20000,Fornitures,43-52
44,13,4769,6164,1551,52,1455,15000-20000,Fornitures,43-52
51,9,1505,8983,408,13091,2021,15000-20000,Fornitures,43-52
49,2,4438,5992,2359,585,11222,15000-20000,Fornitures,43-52
66,2,4637,7717,1491,19382,5528,0-10000,Home Prodcts,61-70
30,19,1180,3993,1108,7011,12638,2500-10000,Food,25-16
36,6,2281,3746,1208,16867,9150,10000-15000,Electrical Products,34-43
45,9,1474,3814,600,15535,3444,15000-20000,Fornitures,43-52
54,4,4108,3286,1250,4539,10085,20000-25000,Travels,52-61
54,8,3529,2418,471,3117,7697,20000-25000,Travels,52-61
29,9,2741,2606,53,16260,14274,2500-10000,Food,25-16
41,13,3646,2195,172,8769,1866,10000-15000,Electrical Products,34-43
56,7,4855,1186,455,24164,9519,20000-25000,Travels,52-61
35,15,2194,4608,1889,14163,3717,10000-15000,Electrical Products,34-43
44,20,953,131,114,8632,4086,15000-20000,Fornitures,43-52
35,2,1618,4760,388,24227,11089,10000-15000,Electrical Products,34-43
37,16,356,6475,1837,17396,9579,10000-15000,Electrical Products,34-43
37,13,733,4018,656,15864,13521,10000-15000,Electrical Products,34-43
47,10,2788,1031,461,4274,10503,15000-20000,Fornitures,43-52
23,10,2226,2967,969,12675,10938,0-2500,Games,16-25
40,16,2778,4723,2177,22619,13381,10000-15000,Electrical Products,34-43
49,11,4172,9214,1320,23773,5770,15000-20000,Fornitures,43-52
32,17,4926,7507,341,16965,7374,2500-10000,Food,25-16
40,14,1623,7240,521,15316,79,10000-15000,Electrical Products,34-43
52,20,2964,6578,820,10267,1945,15000-20000,Fornitures,52-61
46,15,3077,1535,72,22275,4531,15000-20000,Fornitures,43-52
36,12,2148,4638,548,13856,914,10000-15000,Electrical Products,34-43
40,6,1141,1765,798,13445,364,10000-15000,Electrical Products,34-43
70,7,2638,7711,324,12670,6568,0-10000,Home Prodcts,61-70
41,15,2581,240,1586,14694,11008,10000-15000,Electrical Products,34-43
35,16,4047,7318,694,14341,10168,10000-15000,Electrical Products,34-43
40,8,1339,1632,4,9430,14329,10000-15000,Electrical Products,34-43
28,7,1564,2346,867,13461,13898,2500-10000,Food,25-16
44,7,2776,171,2185,21086,1917,15000-20000,Fornitures,43-52
35,10,1293,8454,1756,1115,3191,10000-15000,Electrical Products,34-43
48,18,4475,486,254,21058,14756,15000-20000,Fornitures,43-52
45,1,1012,9108,1858,9952,2109,15000-20000,Fornitures,43-52
51,14,1697,610,905,19454,2138,15000-20000,Fornitures,43-52
29,7,4565,3837,2133,19221,4119,2500-10000,Food,25-16
37,12,3655,7693,1316,5195,5812,10000-15000,Electrical Products,34-43
44,15,805,4430,386,401,9842,15000-20000,Fornitures,43-52
48,8,2019,8973,476,14971,13255,15000-20000,Fornitures,43-52
40,13,4311,2087,450,20253,14258,10000-15000,Electrical Products,34-43
44,2,2052,197,643,4875,11398,15000-20000,Fornitures,43-52
40,9,1306,81,1924,13385,12378,10000-15000,Electrical Products,34-43
46,13,3836,9525,859,11366,1306,15000-20000,Fornitures,43-52
51,17,425,6289,862,10068,4351,15000-20000,Fornitures,43-52
45,14,2336,2372,1915,8399,5438,15000-20000,Fornitures,43-52
50,15,4032,4197,1304,21315,8281,15000-20000,Fornitures,43-52
38,14,3960,954,1653,14125,4224,10000-15000,Electrical Products,34-43
42,18,1994,4206,2339,4946,8621,10000-15000,Electrical Products,34-43
57,7,3383,8383,2403,7585,11749,20000-25000,Travels,52-61
29,19,431,8554,2328,155,1826,2500-10000,Food,25-16
58,15,628,5194,1703,16417,12196,20000-25000,Travels,52-61
40,4,2649,4208,2000,3414,8239,10000-15000,Electrical Products,34-43
38,5,3434,5381,1933,4022,10961,10000-15000,Electrical Products,34-43
23,5,2878,9563,2407,19662,4474,0-2500,Games,16-25
40,15,2879,7609,297,16634,2099,10000-15000,Electrical Products,34-43
54,13,1495,2566,949,17804,9462,20000-25000,Travels,52-61
36,9,173,3302,53,18013,1887,10000-15000,Electrical Products,34-43
45,5,3922,5338,2442,3731,13851,15000-20000,Fornitures,43-52
39,10,1552,7993,994,5105,6867,10000-15000,Electrical Products,34-43
36,6,3757,9676,1251,6197,5809,10000-15000,Electrical Products,34-43
46,7,2928,7340,1508,8443,10938,15000-20000,Fornitures,43-52
32,4,1952,6352,302,6575,5511,2500-10000,Food,25-16
47,13,524,2116,1146,18413,14295,15000-20000,Fornitures,43-52
46,6,409,3445,1552,9862,9342,15000-20000,Fornitures,43-52
50,3,326,4658,2433,8067,8825,15000-20000,Fornitures,43-52
54,12,4674,6545,474,18969,14094,20000-25000,Travels,52-61
42,14,4520,4213,1984,18447,2267,10000-15000,Electrical Products,34-43
41,3,1014,530,1283,12979,3852,10000-15000,Electrical Products,34-43
38,1,289,4007,725,13392,6707,10000-15000,Electrical Products,34-43
41,11,3863,2245,210,18806,10436,10000-15000,Electrical Products,34-43
37,14,2935,3712,2022,10528,7208,10000-15000,Electrical Products,34-43
55,6,168,2896,1433,22787,5930,20000-25000,Travels,52-61
53,7,4769,9058,1494,1541,10932,20000-25000,Travels,52-61
36,16,4210,5986,1747,3078,8699,10000-15000,Electrical Products,34-43
40,20,3972,2297,903,6101,7438,10000-15000,Electrical Products,34-43
42,17,763,4119,1675,24388,9646,10000-15000,Electrical Products,34-43
43,17,2354,4737,863,12187,2137,10000-15000,Electrical Products,43-52
29,14,978,3456,1330,6927,8945,2500-10000,Food,25-16
43,6,4738,1636,1746,15831,7249,10000-15000,Electrical Products,43-52
55,7,2581,8752,1968,14159,12445,20000-25000,Travels,52-61
42,15,1282,119,853,713,14499,10000-15000,Electrical Products,34-43
39,7,137,9811,1344,19307,3523,10000-15000,Electrical Products,34-43
41,19,4502,5879,1653,17245,6441,10000-15000,Electrical Products,34-43
33,13,4378,6574,1262,17998,767,2500-10000,Food,25-16
41,3,488,3869,1985,23095,7181,10000-15000,Electrical Products,34-43
54,8,378,5654,346,19278,7988,20000-25000,Travels,52-61
41,4,4678,5052,2354,23768,11590,10000-15000,Electrical Products,34-43
37,19,2765,3887,2039,14225,14297,10000-15000,Electrical Products,34-43
52,18,2471,621,712,15306,7663,15000-20000,Fornitures,52-61
46,12,2733,7435,1614,22226,3310,15000-20000,Fornitures,43-52
31,4,4082,2960,463,7751,14640,2500-10000,Food,25-16
47,7,3284,3211,1484,7358,1436,15000-20000,Fornitures,43-52
47,4,2758,4714,1305,17292,13781,15000-20000,Fornitures,43-52
41,19,4749,2939,975,10944,13834,10000-15000,Electrical Products,34-43
49,10,4070,4481,1320,18835,8023,15000-20000,Fornitures,43-52
55,2,3551,2679,924,8420,4871,20000-25000,Travels,52-61
52,2,2015,1733,1558,19967,1738,15000-20000,Fornitures,52-61
34,6,1013,2010,432,21025,13790,2500-10000,Food,34-43
47,10,2605,3862,2168,23180,4025,15000-20000,Fornitures,43-52
35,19,2927,9709,1260,5526,6458,10000-15000,Electrical Products,34-43
48,2,802,5806,2208,12562,2136,15000-20000,Fornitures,43-52
44,14,597,5042,1839,16710,9421,15000-20000,Fornitures,43-52
37,8,1671,1319,2494,4399,13603,10000-15000,Electrical Products,34-43
56,10,833,1506,164,11748,4492,20000-25000,Travels,52-61
53,17,236,6436,1072,22889,305,20000-25000,Travels,52-61
34,2,2579,1410,2096,10074,6267,2500-10000,Food,34-43
34,1,2040,4610,1259,22622,231,2500-10000,Food,34-43
44,12,389,2278,1675,21032,1127,15000-20000,Fornitures,43-52
37,4,2832,3319,2371,5221,5729,10000-15000,Electrical Products,34-43
43,5,2106,7881,670,8893,12862,10000-15000,Electrical Products,43-52
39,11,206,4290,409,21133,13051,10000-15000,Electrical Products,34-43
40,16,2160,3521,1985,8561,12758,10000-15000,Electrical Products,34-43
44,17,1736,4662,2157,23990,6911,15000-20000,Fornitures,43-52
51,16,3484,1162,1572,977,3386,15000-20000,Fornitures,43-52
35,16,647,5568,68,805,7609,10000-15000,Electrical Products,34-43
52,4,1985,6783,1226,15295,4429,15000-20000,Fornitures,52-61
49,13,4141,5153,1923,14551,565,15000-20000,Fornitures,43-52
51,11,1047,2431,1597,9521,12201,15000-20000,Fornitures,43-52
36,1,3429,4089,2405,3833,7872,10000-15000,Electrical Products,34-43
31,17,418,5798,1460,12403,4706,2500-10000,Food,25-16
54,18,354,1550,2303,22839,12011,20000-25000,Travels,52-61
48,5,4215,5073,1447,4447,7955,15000-20000,Fornitures,43-52
48,11,4816,2297,1498,8044,2588,15000-20000,Fornitures,43-52
46,19,200,9942,1536,9456,6613,15000-20000,Fornitures,43-52
45,10,330,367,12,5783,1776,15000-20000,Fornitures,43-52
46,7,4664,7244,919,7448,1448,15000-20000,Fornitures,43-52
28,5,2795,4071,670,24104,4556,2500-10000,Food,25-16
39,18,2783,3975,265,5674,11158,10000-15000,Electrical Products,34-43
52,13,4985,7236,227,4630,11332,15000-20000,Fornitures,52-61
49,7,1577,164,1803,11034,6150,15000-20000,Fornitures,43-52
43,11,2445,2627,1458,15120,2742,10000-15000,Electrical Products,43-52
44,15,4882,3300,579,11420,13654,15000-20000,Fornitures,43-52
52,19,1423,2373,261,16433,14807,15000-20000,Fornitures,52-61
32,8,1658,3896,1065,29,13947,2500-10000,Food,25-16
43,18,3132,4409,1345,22345,7507,10000-15000,Electrical Products,43-52
42,3,4390,4171,2263,353,13556,10000-15000,Electrical Products,34-43
50,4,4215,4296,1965,14818,12210,15000-20000,Fornitures,43-52
54,12,1320,8682,2117,2537,7650,20000-25000,Travels,52-61
50,8,3398,9632,243,538,6672,15000-20000,Fornitures,43-52
45,7,3081,2041,213,5824,231,15000-20000,Fornitures,43-52
34,12,1050,6001,1902,5371,12249,2500-10000,Food,34-43
54,20,2502,5362,979,12826,2120,20000-25000,Travels,52-61
59,16,1990,2334,1079,6524,8170,20000-25000,Travels,52-61
33,8,4633,8897,562,18239,249,2500-10000,Food,25-16
28,18,4176,2879,1327,4420,11938,2500-10000,Food,25-16
37,4,2144,6822,102,18312,944,10000-15000,Electrical Products,34-43
38,17,2256,8737,461,470,5409,10000-15000,Electrical Products,34-43
45,11,2631,6632,2469,11990,13871,15000-20000,Fornitures,43-52
53,6,3490,382,1933,3523,14013,20000-25000,Travels,52-61
47,19,1544,5635,2104,8951,6266,15000-20000,Fornitures,43-52
35,9,4296,2327,775,1527,8170,10000-15000,Electrical Products,34-43
46,19,2013,7747,501,7798,5511,15000-20000,Fornitures,43-52
50,6,4895,9253,1311,6589,4984,15000-20000,Fornitures,43-52
39,1,39,3035,691,12525,12586,10000-15000,Electrical Products,34-43
52,1,886,5323,1498,17131,12890,15000-20000,Fornitures,52-61
27,20,2285,2043,1734,9853,12395,2500-10000,Food,25-16
47,8,462,3090,1700,14660,3022,15000-20000,Fornitures,43-52
53,4,1615,6816,452,6253,3357,20000-25000,Travels,52-61
34,6,1579,2861,131,492,14008,2500-10000,Food,34-43
25,4,669,6613,1808,21978,694,0-2500,Games,25-16
54,15,893,4608,378,14461,1945,20000-25000,Travels,52-61
42,19,1144,2094,1977,22702,96,10000-15000,Electrical Products,34-43
